,ementa,tema_resposta_modelo,probabilidade_predicao,tema_correto,modelo_acertou
3898,"Altera a Lei nº 10.048, de 8 de janeiro de 2000, que “dá prioridade de atendimento às pessoas que especifica”, a fim de disciplinar a reserva de assentos no transporte público coletivo destinados aos idosos e às gestantes, às pessoas com deficiência, às lactantes e às pessoas acompanhadas por crianças de colo, de modo a vedar a distinção entre os usuários.",Direitos Humanos e Minorias,0.52,Direitos Humanos e Minorias,Sim
3899,Autoriza o Poder Executivo a conceder pensão à mãe que mantenha a criança nascida de gravidez decorrente de estupro.,Direitos Humanos e Minorias,0.7525,Direitos Humanos e Minorias,Sim
3900,"MANDA CONTAR, PARA EFEITO DE APOSENTADORIA, OS ANOS DECORRIDOS ENTRE AS DATAS DO TERMINO DA GUERRA E A DA POSSE DO EX-COMBATENTE.",Trabalho e Emprego,0.88,Trabalho e Emprego,Sim
3901,"AUTORIZA A ABERTURA, PELO MINISTERIO DA VIAÇÃO, DO CREDITO DE Cr$ 10.000.000,00 COMO SUPLEMENTAÇÃO À VERBA 4 - CONSIGNAÇÃO TERCEIRA - CONJUNTO DE OBRAS - DOTAÇÃO 06-14-02 - SEGUNDO BATALHÃO FERROVIARIO - A) FERROVIA RIO NEGRO - BENTO GONÇALVES.",Direitos Humanos e Minorias,0.7733333333333334,Direitos Humanos e Minorias,Sim
3902,Inscreve o nome da Professora Helley de Abreu Silva Batista no Livro dos Heróis da Pátria.,Direitos Humanos e Minorias,0.965,Direitos Humanos e Minorias,Sim
3903,"Altera o inciso I do artigo 47, da Resolução 01 do Congresso Nacional.",Direitos Humanos e Minorias,0.91,Direitos Humanos e Minorias,Sim
3904,"MODIFICA O ARTIGO 37 DA LEI 3807, DE 26 DE AGOSTO DE 1960 (LEI ORGANICA DA PREVIDENCIA SOCIAL).",Trabalho e Emprego,0.6926666666666667,Trabalho e Emprego,Sim
3905,DISPÕE SOBRE A ORDENAÇÃO DO TRANSPORTE AQUAVIARIO E DA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.695375,Direitos Humanos e Minorias,Sim
3906,"OBRIGA AOS FUNCIONARIOS PUBLICOS FEDERAIS DA UNIÃO DE AMBOS OS SEXOS, O USO DE UNIFORME DURANTE O EXPEDIENTE.",Direitos Humanos e Minorias,0.445,Direitos Humanos e Minorias,Sim
3907,Dispõe sobre a criação do Programa de Amparo ao Idoso em Família Adotiva e dá outras providências.,Direitos Humanos e Minorias,0.895,Direitos Humanos e Minorias,Sim
3908,"Altera a Lei nº 10.778, de 24 de novembro de 2003, para dispor sobre a notificação compulsória em caso de ato violento contra a mulher atendida em serviço de saúde público ou privado.",Direitos Humanos e Minorias,0.6990833333333333,Direitos Humanos e Minorias,Sim
3909,"Modifica a Lei nº 11.577, de 22 de novembro de 2007, determinando que a exibição de filmes com classificação indicativa de até 12 anos de idade em salas de cinema seja precedida da divulgação de mensagem de advertência contra a exploração sexual e o tráfico de crianças e adolescentes.","Arte, Cultura e Religião",0.37,"Arte, Cultura e Religião",Sim
3910,"DISPÕE SOBRE A CONTAGEM DE TEMPO DE SERVIÇO PRESTADO NA AGRICULTURA E NA PECUARIA, PELOS SEGURADOS DA PREVIDENCIA SOCIAL E PELOS FUNCIONARIOS PUBLICOS CIVIS DA ADMINISTRAÇÃO FEDERAL E AUTARQUIAS, PARA EFEITO DE APOSENTADORIA.",Trabalho e Emprego,0.98,Trabalho e Emprego,Sim
3911,REGULAMENTA O EXERCICIO DA PROFISSÃO DE TECNICO DE PATOLOGIA CLINICA E TECNICO DE HISTOLOGIA DE NIVEL MEDIO E DA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,0.91,Trabalho e Emprego,Sim
3912,INSTITUI O PREMIO JORGE AMADO DE LITERATURA BRASILEIRA.,Direitos Humanos e Minorias,0.9,Direitos Humanos e Minorias,Sim
3913,"DÁ NOVA REDAÇÃO AOS ARTIGOS 4º E SEU PARÁGRAFO ÚNICO E 5º, DA LEI COMPLEMENTAR Nº 11, DE 25 DE MAIO DE 1971, QUE INSTITUI O PROGRAMA DE ASSISTÊNCIA AO TRABALHADOR RURAL (PRORURAL).",Direitos Humanos e Minorias,0.5,Trabalho e Emprego,Não
3914,DISPÕE SOBRE O DESTINO DE PNEUMATICOS USADOS.,Direitos Humanos e Minorias,0.7316666666666666,"Arte, Cultura e Religião",Não
3915,"CONCEDE PENSÃO ESPECIAL DE Cr$ 2.800,00 MENSAIS A ALINA DE CARVALHO COSTA, VIUVA DE ANTENOR GONÇALVES DA COSTA, MESTRE DE OFICINA, APOSENTADO DO ARSENAL DE GUERRA DO RIO DE JANEIRO.",Trabalho e Emprego,0.605,Trabalho e Emprego,Sim
3916,"Altera a Lei nº 11.952, de 25 de junho de 2009, que “Dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal; altera as Leis nº 8.666, de 21 de junho de 1993, e 6.015, de 31 de dezembro de 1973; e dá outras providências”.",Direitos Humanos e Minorias,0.5,"Agricultura, Pecuária, Pesca e Extrativismo",Não
3917,"Insere o § 8º no art. 6º da Lei 10.826, de 22 de dezembro de 2003, que dispõe sobre o Estatuto do Desarmamento.",Direito Penal e Processual Penal,0.88,Direito Penal e Processual Penal,Sim
3918,"Aprova o ato que autoriza a Associação Comunitária Paraná de Radiodifusão a executar, pelo prazo de dez anos, sem direito de exclusividade, serviço de radiodifusão comunitária no Município de Arapongas, Estado do Paraná.",Direitos Humanos e Minorias,0.985,Direitos Humanos e Minorias,Sim
3919,DISPÕE SOBRE APOSENTADORIA DE EX-COMBATENTES.,Trabalho e Emprego,0.945,Trabalho e Emprego,Sim
3920,"Acrescenta  art. 57-A  à Lei nº 8.213, de 24 de julho de 1991, para dispor sobre a concessão de aposentadoria especial ao pintor profissional.",Trabalho e Emprego,0.99,Trabalho e Emprego,Sim
3921,"Acrescenta o § 3º ao art. 14 e altera os arts. 80 e 81 da Lei nº 7.210, de 11 de julho de 1984 - Lei de Execução Penal.",Direitos Humanos e Minorias,0.615,Direitos Humanos e Minorias,Sim
3922,"DISPÕE SOBRE A CONSTRUÇÃO DE EDIFICIOS NOS TERRENOS DA AVENIDA PRESIDENTE VARGAS, DESTINADOS AOS ASSOCIADOS, DOS INSTITUTOS DE PREVIDENCIA SOCIAL E DA CAIXA DE APOSENTADORIA E PENSÕES DOS FERROVIARIOS E AOS EMPREGADOS NO SERVIÇO PUBLICO.",Trabalho e Emprego,0.87,Trabalho e Emprego,Sim
3923,"Dispõe sobre o Programa ""Mãezinha Brasileira"".",Direitos Humanos e Minorias,0.8853030303030303,Direitos Humanos e Minorias,Sim
3924,"Dispõe sobre fornecimento pelo Ministério da Saúde de kits para ""teste de gravidez"" para a rede pública de saúde.",Direitos Humanos e Minorias,0.735,Direitos Humanos e Minorias,Sim
3925,"Altera o inciso II do art. 2º da Lei nº 10.836, de 9 de janeiro de 2004, para incluir a pessoa que cuida de portador de deficiência ou de doença incapacitante no Programa Bolsa Família.",Direitos Humanos e Minorias,0.87,Direitos Humanos e Minorias,Sim
3926,ACRESCENTA DISPOSITIVO A CONSOLIDAÇÃO DAS LEIS DO TRABALHO.,Trabalho e Emprego,0.725,Educação,Não
3927,Dispõe sobre aposentadoria especial de barbeiro e cabeleireiro.,Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
3928,DISPÕE SOBRE A CONCESSÃO DE APOSENTADORIA ESPECIAL AOS PROFESSORES.,Trabalho e Emprego,0.99,Trabalho e Emprego,Sim
3929,Dá nova redação ao inciso IV do art 8 º da Constutuição Federal.,Direitos Humanos e Minorias,0.69125,Educação,Não
3930,"AUTORIZA O PODER EXECUTIVO A ABRIR PELO MINISTERIO DA EDUCAÇÃO E SAUDE, O CREDITO ESPECIAL DE CEM MIL CRUZEIROS, COMO SUBVENÇÃO A SOCIEDADE DE ASSISTENCIA A INFANCIA DE SÃO VICENTE, NO ESTADO DE SÃO PAULO.",Direitos Humanos e Minorias,0.68,Direitos Humanos e Minorias,Sim
3931,"Altera a Lei nº 7.210, de 11 de julho de 1984, que institui a Lei de Execução Penal, para dispor sobre a proibição das saídas temporárias aos condenados por crimes de feminicídio ou praticados contra ascendentes, descendentes, crianças, adolescentes, idosos e pessoas com deficiência, com resultado morte.",Direitos Humanos e Minorias,0.405,Direito Penal e Processual Penal,Não
3932,"Aprova o ato que outorga concessão à EBC - Empresa Baurense de Comunicação Ltda. para explorar serviço de radiodifusão sonora em onda média na cidade de Ribeirão Preto, Estado de São Paulo.",Direitos Humanos e Minorias,0.995,Direitos Humanos e Minorias,Sim
3933,"ACRESCENTA DISPOSITIVO A LEI Nº 4.090, DE 13 DE JULHO DE 1962, QUE INSTITUIU A GRATIFICAÇÃO DE NATAL PARA OS TRABALHADORES.",Trabalho e Emprego,0.635,Previdência e Assistência Social,Não
3934,AUTORIZA A CONTAGEM RECIPROCA PARA APOSENTADORIA POR TEMPO DE SERVIÇO PUBLICO E DE ATIVIDADE PRIVADA DOS PROFESSORES.,Trabalho e Emprego,0.955,Trabalho e Emprego,Sim
3935,"ALTERA DISPOSITIVOS DA LEI ORGANICA DA PREVIDENCIA SOCIAL ( LEI 3807, DE 26 DE AGOSTO DE 1960), PARA O FIM DE DETERMINAR QUE O AUXILIO-NATALIDADE SEJA PAGO AO PAI E A MÃE, QUANDO AMBOS FOREM SEGURADOS DA PREVIDENCIA.",Trabalho e Emprego,0.4491666666666667,Cidades e Desenvolvimento Urbano,Não
3936,CONCEDE APOSENTADORIA A MULHER AOS 25 ANOS DE SERVIÇO COM SALARIO PROPORCIONAL E DA OUTRAS PROVIDENCIAS.,Direitos Humanos e Minorias,0.72,Direitos Humanos e Minorias,Sim
3937,"Dispõe sobre a reserva de imóveis, construídos por programas habitacionais, à mulher sustentáculo de família e dá outras providências.",Direitos Humanos e Minorias,0.95,Direitos Humanos e Minorias,Sim
3938,"Susta os efeitos do Decreto do Presidente da República, de 19 de abril de 2007, sem número, que homologa a demarcação administrativa da Terra Indígena Apyterewa, localizada no Município de São Félix do Xingu, no Estado do Pará.",Direitos Humanos e Minorias,0.96,Direitos Humanos e Minorias,Sim
3939,"Altera a Lei nº 10.098, de 2000, e a Lei nº 8.666, de 1993, para incentivar a implementação da acessibilidade.",Direito Civil e Processual Civil,0.715,Direito Civil e Processual Civil,Sim
3940,"Altera as Lei nº 8.036, de 11 de maio de 1990 (que dispõe sobre o Fundo de Garantia por Tempo de Serviço, e dá outras providências), para permitir a movimentação da conta vinculada do Fundo de Garantia do Tempo de Serviço (FGTS) do trabalhador acometido de diabetes melito; a Lei nº 8.213, de 24 de julho de 1991 (que dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências), para incluir o diabetes melito entre as doenças que dão direito a inexigibilidade de prazos de carência para a concessão do auxílio-doença e da aposentadoria por invalidez; e a Lei nº 8.899, de 29 de junho de 1994 (que concede passe livre às pessoas portadoras de deficiência no sistema de transporte coletivo interestadual), para estender esse benefício aos portadores de diabetes melito.",Previdência e Assistência Social,0.885,Previdência e Assistência Social,Sim
3941,"Dispõe sobre condições mínimas para a oferta e manutenção de serviço de acolhimento de mulheres e seus dependentes em situação de violência doméstica e familiar em casas-abrigos, de que trata o inciso II do art. 35 da Lei nº 11.340, de 7 de agosto de 2006  -  Lei Maria da Penha.",Direitos Humanos e Minorias,0.895,Direitos Humanos e Minorias,Sim
3942,"CONSIDERA CRIME ECOLOGICO A QUEIMA DE PNEUS USADOS, EM ZONA URBANA OU RURAL.","Arte, Cultura e Religião",0.67,"Arte, Cultura e Religião",Sim
3943,Dispõe sobre o mandado de injunção,Direitos Humanos e Minorias,0.8481601731601732,Direitos Humanos e Minorias,Sim
3944,"APROVA O TEXTO DO ACORDO SOBRE COOPERAÇÃO CULTURAL E EDUCACIONAL, CELEBRADO ENTRE O GOVERNO DA REPUBLICA FEDERATIVA DO BRASIL E O GOVERNO DA JAMAICA, EM BRASILIA, EM 28 DE AGOSTO DE 1997.",Direitos Humanos e Minorias,0.805,Direitos Humanos e Minorias,Sim
3945,"ESTABELECE MEDIDAS COMPLEMENTARES A ANISTIA CONCEDIDA PELA LEI Nº 6.683, DE 28 DE AGOSTO DE 1979.",Direitos Humanos e Minorias,0.57,Trabalho e Emprego,Não
3946,"Revoga o § 2º do art. 396 da Consolidação das Leis do Trabalho, acrescentado pela Lei nº 13.467, de 13 de julho de 2017, a fim de assegurar à mulher a escolha dos horários destinados à amamentação de filho de até seis meses de idade.",Direitos Humanos e Minorias,0.785,Direitos Humanos e Minorias,Sim
3947,"INTRODUZ MODIFICAÇÃO NO ARTIGO 180 DO CODIGO CIVIL, TORNANDO OBRIGATORIA A APRESENTAÇÃO DE CERTIDÃO NEGATIVA DE DOENÇA SEXUALMENTE TRANSMISSIVEL, PELOS REQUERENTES DE HABILITAÇÃO PARA CASAMENTO, E DETERMINA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.35,Saúde,Não
3948,DISPÕE SOBRE OS PROVENTOS DE INATIVIDADE DOS MEMBROS DA FORÇA EXPEDICIONARIA BRASILEIRA.,Trabalho e Emprego,0.815,Trabalho e Emprego,Sim
3949,"Altera dispositivos do Decreto-Lei nº 3.689, de 03 de outubro de 1941 - Código de Processo Penal, relativos à investigação criminal, e dá outras providências.","Arte, Cultura e Religião",0.97,"Arte, Cultura e Religião",Sim
3950,"DISPÕE SOBRE A CONTAGEM DO TEMPO DE SERVIÇO, PRESTADO CONCOMITANTEMENTE A JUSTIÇA ELEITORAL, PELO MINISTERIO PUBLICO.",Trabalho e Emprego,0.96,Trabalho e Emprego,Sim
3951,"Altera a Lei nº 11.340, de 7 de agosto de 2006, criando o art. 11-A, que dispõe sobre o fornecimento do ""botão do pânico"" para as mulheres em situação de risco, nas condições que especifica.",Direitos Humanos e Minorias,0.95,Direitos Humanos e Minorias,Sim
3952,"Modifica a Lei nº 10.826, de 22 de dezembro de 2003, dispondo sobre o porte de arma para advogado.",Direito Penal e Processual Penal,0.935,Direito Penal e Processual Penal,Sim
3953,"DISPÕE SOBRE A DEFINIÇÃO DE UMA CONCEPÇÃO ESTRATEGICA NACIONAL QUE ORIENTARA A POLITICA INTERNA, A POLITICA EXTERNA E A POLITICA DE DEFESA E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.5968333333333333,Direitos Humanos e Minorias,Sim
3954,"DISPÕE SOBRE A CRIAÇÃO, NAS ALDEIAS INDIGENAS, DE COOPERATIVAS MISTAS DE PRODUÇÃO E CONSUMO, PELA FUNAI, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.726875,Direitos Humanos e Minorias,Sim
3955,"CONCEDE PRIORIDADE PARA OBTENÇÃO DE INCENTIVOS FISCAIS AS PESSOAS FISICAS E JURIDICAS, NAS CONDIÇÕES QUE ESPECIFICA, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.3975,Direitos Humanos e Minorias,Sim
3956,Inscreve o nome de Zuleika Angel Jones no Livro dos Heróis da Pátria.,Direitos Humanos e Minorias,0.93,Direitos Humanos e Minorias,Sim
3957,"Autoriza a criação de Distrito Agropecuário no Município de Santa Isabel do Rio Negro, no Estado do Amazonas, e dá outras providências.",Direitos Humanos e Minorias,1.0,Direitos Humanos e Minorias,Sim
3958,"Modifica a Lei nº 8.112, de 11 de dezembro de 1990, dando nova redação ao art. 134 e determina recadastramento pessoal, anual, dos servidores inativos.",Trabalho e Emprego,0.57,Trabalho e Emprego,Sim
3959,"DISPÕE SOBRE A APOSENTADORIA E O ADICIONAL DE PERICULOSIDADE DOS VIGILANTES, GUARDAS DE SEGURANÇA, PORTEIROS, VIGIAS E GARAGISTAS.",Trabalho e Emprego,0.9554166666666666,Trabalho e Emprego,Sim
3960,"Determina a priorização anual dos espaços culturais da Câmara dos Deputados, durante os meses de março e de novembro, para a realização de eventos artísticos e culturais com a temática ""Mulher e Igualdade Racial"".",Direitos Humanos e Minorias,0.83,Direitos Humanos e Minorias,Sim
3961,Institui a legenda aberta ou a interpretação em linguagem de sinais na transmissão das sessões da Câmara dos Deputados ou do Congresso Nacional pela TV Câmara.,Direitos Humanos e Minorias,0.94,Direitos Humanos e Minorias,Sim
3962,"CRIA JUNTAS DE CONCILIAÇÃO E JULGAMENTO NAS REGIÕES DA JUSTIÇA DO TRABALHO, DEFINE JURISDIÇÕES E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.975,Direitos Humanos e Minorias,Sim
3963,"ACRESCENTA DISPOSITIVO AO ART. 20 DA LEI Nº 8.036, DE 11 DE MAIO DE 1990, PARA PERMITIR A MOVIMENTAÇÃO DA CONTA VINCULADA DO FGTS DO APOSENTADO, NA CONDIÇÃO QUE ESPECIFICA.",Trabalho e Emprego,0.55,Trabalho e Emprego,Sim
3964,Dispõe sobre a concessão de benefício securitário aos policiais civis  e militares  do Corpo  de Bombeiros  e aos  agentes penitenciários.,Direitos Humanos e Minorias,0.435,Direitos Humanos e Minorias,Sim
3965,"APROVA OS TEXTOS DO ACORDO DE CRIAÇÃO DA ASSOCIAÇÃO DOS PAISES PRODUTORES DE CAFE E DO PLANO DE RETENÇÃO DE CAFE, ASSINADOS EM BRASILIA, EM 24 DE SETEMBRO DE 1993.",Direitos Humanos e Minorias,0.6191666666666668,Direitos Humanos e Minorias,Sim
3966,"SUBORDINA O SERVIÇO DE PROTEÇÃO AOS INDIOS AO MINISTERIO DA JUSTIÇA E NEGOCIOS INTERIORES, DETERMINA A DEMARCAÇÃO DAS TERRAS DE USO EXCLUSIVO DOS INDIOS E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.57,Direitos Humanos e Minorias,Sim
3967,"ACRESCENTA PARAGRAFO AO ART. 32 DA LEI Nº 3.807, DE 26 DE AGOSTO DE 1960, QUE DISPÕE SOBRE A LEI ORGANICA DA PREVIDENCIA SOCIAL.",Trabalho e Emprego,0.62,Trabalho e Emprego,Sim
3968,"DISPÕE SOBRE O COMPARECIMENTO VOLUNTARIO DE MINISTROS DE ESTADO A CAMARA DOS DEPUTADOS E AO SENADO FEDERAL, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.7775,Direitos Humanos e Minorias,Sim
3969,CONCEDE APOSENTADORIA APOS 25 ANOS DE TRABALHO A MULHER.,Direitos Humanos e Minorias,0.82,Direitos Humanos e Minorias,Sim
3970,Dispõe sobre a concessão da licença-maternidade para mães adotivas e dá outras providências.,Direitos Humanos e Minorias,0.86,Direitos Humanos e Minorias,Sim
3971,"ALTERA A REDAÇÃO DO ARTIGO QUINTO DA LEI 6226, DE 14 DE JULHO DE 1975, QUE DISPÕE SOBRE CONTAGEM RECIPROCA DE TEMPO DE SERVIÇO PUBLICO FEDERAL E DE ATIVIDADE PRIVADA PARA EFEITO DE APOSENTADORIA.",Trabalho e Emprego,0.995,Trabalho e Emprego,Sim
3972,"Dispõe sobre comunicação aos órgãos de segurança sobre eventual ocorrência ou indício de violência doméstica e familiar contra mulheres, crianças, adolescentes, idosos e pessoas com deficiência, em condomínios residenciais em todo território nacional.",Direitos Humanos e Minorias,0.9275,Direitos Humanos e Minorias,Sim
3973,"DISPÕE SOBRE A INSTALAÇÃO DA COLETORIA FEDERAL DA CIDADE DE SÃO JOSE DO RIO PRETO, ESTADO DE SÃO PAULO.",Direitos Humanos e Minorias,0.87,Direitos Humanos e Minorias,Sim
3974,PROVE SOBRE ELEIÇÕES DOS CONSELHOS FISCAIS DOS INSTITUTOS DE APOSENTADORIA E PENSÕES.,Trabalho e Emprego,0.97,Trabalho e Emprego,Sim
3975,"DISCIPLINA A LIVRE LOCOMOÇÃO NO TERRITORIO NACIONAL, PODENDO QUALQUER PESSOA NELE ENTRAR, PERMANECER OU DELE SAIR COM SEUS BENS.",Direitos Humanos e Minorias,0.74,Direitos Humanos e Minorias,Sim
3976,"DA NOVA REDAÇÃO AO ARTIGO QUINTO DA LEI 6226, DE 14 DE JULHO DE 1975, QUE DISPÕE SOBRE A CONTAGEM RECIPROCA DE TEMPO DE SERVIÇO PUBLICO FEDERAL E DE ATIVIDADE PRIVADA, PARA EFEITO DE APOSENTADORIA.",Trabalho e Emprego,1.0,Trabalho e Emprego,Sim
3977,"Acresce o Art. 120-A na Lei nº 4.504, de 1964.",Direitos Humanos e Minorias,0.83,Direitos Humanos e Minorias,Sim
3978,"Altera a redação do § 4º do art. 3º, da Lei n° 9.317, de 5 de dezembro de 1996.",Direitos Humanos e Minorias,0.565,Trabalho e Emprego,Não
3979,"Dispõe sobre a isenção total do Imposto sobre Produtos Industrializados - IPI, na aquisição de fogões de cozinha, forno de micro-ondas, refrigeradores, congeladores (freezers), máquinas de lavar roupa, mesmo com dispositivos de secagem, e máquinas de secar por pessoas portadoras de deficiência para uso exclusivamente doméstico, e dá outras providências.",Direitos Humanos e Minorias,0.46,Saúde,Não
3980,"Altera a Lei nº 8.313, de 23 de dezembro de 1991, que ""restabelece princípios da Lei nº 7.505, de 2 de julho de 1986, institui o Programa Nacional de Apoio à Cultura,(PRONAC) e dá outras providências"".",Direitos Humanos e Minorias,0.765,Direitos Humanos e Minorias,Sim
3981,"INTRODUZ ALTERAÇÕES NA LEI Nº 3.807, DE 26 DE AGOSTO DE 1960, QUE ""DISPÕE SOBRE A LEI ORGANICA DA PREVIDENCIA SOCIAL"" E NO DECRETO-LEI Nº 710, DE 28 DE JULHO DE 1969, QUE ""ALTERA A LEGISLAÇÃO DE PREVIDENCIA SOCIAL"", NA PARTE REFERENTE A APOSENTADORIA.",Trabalho e Emprego,0.67,Direitos Humanos e Minorias,Não
3982,"Susta os efeito da Portaria do Ministério do Trabalho e Emprego, nº 1.129, publicada no Diário Oficial da União no dia 13 de outubro de 2017",Previdência e Assistência Social,0.835,Previdência e Assistência Social,Sim
3983,"ALTERA DISPOSIÇÕES DA LEI Nº 3.807, DE 26 DE AGOSTO DE 1960, QUE DISPÕE SOBRE A LEI ORGANICA DA PREVIDENCIA SOCIAL, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.555,Trabalho e Emprego,Não
3984,DETERMINA A CONTAGEM DO TEMPO DE EXERCICIO DE MANDATO DE VEREADOR E DE PREFEITO MUNICIPAL PARA FINS DE APOSENTADORIA NO AMBITO DA PREVIDENCIA SOCIAL.,Trabalho e Emprego,0.8966666666666666,Trabalho e Emprego,Sim
3985,"ALTERA OS ARTIGOS 33 E 57 DA LEI 3807, DE 26 DE AGOSTO DE 1960 (LOPS), DISPONDO SOBRE O PAGAMENTO DO AUXILIO-NATALIDADE.",Cidades e Desenvolvimento Urbano,0.475,Cidades e Desenvolvimento Urbano,Sim
3986,"Altera o § 9º do art. 29 da Lei nº 8.213, de 24 de julho de 1991, para ajustar a idade aplicada na apuração do fator previdenciário das mulheres e dos professores de ambos os sexos que comprovem exclusivamente tempo de efetivo exercício das funções de magistério na educação infantil e no ensino fundamental e médio.",Trabalho e Emprego,0.5125,Direitos Humanos e Minorias,Não
3987,DISPÕE SOBRE O VALOR MINIMO DE PENSÕES E APOSENTADORIAS E DETERMINA OUTRAS PROVIDENCIAS.,Trabalho e Emprego,0.799,Trabalho e Emprego,Sim
3988,"CONCEDE DIREITO DE APOSENTADORIA ESPECIAL AOS EMPREGADOS EM LAVANDERIAS, NA CONDIÇÃO QUE ESPECIFICA.",Trabalho e Emprego,0.965,Trabalho e Emprego,Sim
3989,"Altera o art. 6º, da Lei nº 10.826, de 22 de dezembro de 2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas - Sinarm, para ampliar a todos os guardas municipais a autorização para portar arma de fogo.",Direito Penal e Processual Penal,0.97,Direito Penal e Processual Penal,Sim
3990,"ACRESCENTA DISPOSITIVO A LEI 4341, DE 13 DE JUNHO DE 1964, QUE 'CRIA O SERVIÇO NACIONAL DE INFORMAÇÕES', E A LEI 1579, DE 18 DE MARÇO DE 1952, QUE 'DISPÕE SOBRE AS COMISSÕES PARLAMENTARES DE INQUERITO'.",Direitos Humanos e Minorias,0.6403333333333333,Direitos Humanos e Minorias,Sim
3991,REGULARIZA A SITUAÇÃO DOS REFORMADOS E APOSENTADOS PELO ART. VGG E DÁ OUTRAS PROVIDÊNCIAS.,Trabalho e Emprego,0.6908333333333333,Trabalho e Emprego,Sim
3992,"Acrescenta dispositivo ao Decreto-Lei nº 2.848, de 7 de Dezembro de 1940 - Código Penal, de forma a tornar absoluta a presunção de violência nos crimes contra os costumes nos casos que especifica.",Saúde,0.4325,Saúde,Sim
3993,"AUTORIZA O GOVERNO FEDERAL A DOAR TERRENO AO ESTADO DO RIO DE JANEIRO PARA CONSTRUÇÃO DE UM GRUPO ESCOLAR, PARQUE INFANTIL E DEMAIS DEPENDENCIAS.",Direitos Humanos e Minorias,0.74,Direitos Humanos e Minorias,Sim
3994,"DA NOVA REDAÇÃO AO 'CAPUT' DO ARTIGO 231 DA LEI Nº 8.112, DE 11 DE DEZEMBRO DE 1990, E DA OUTRAS PROVIDENCIAS.",Direitos Humanos e Minorias,0.4733333333333333,Trabalho e Emprego,Não
3995,"MODIFICA O PARAGRAFO TERCEIRO DO ARTIGO 30 DA LEI 3807, DE 26 DE AGOSTO DE 1960 (LEI ORGANICA DA PREVIDENCIA SOCIAL), AUMENTANDO A INDENIZAÇÃO AOS TRABALHADORES APOSENTADOS COMPULSORIAMENTE.",Trabalho e Emprego,0.7326666666666667,Trabalho e Emprego,Sim
3996,"Altera dispositivo da Consolidação das Leis de Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, e dá outras providencias.",Direitos Humanos e Minorias,0.645,Previdência e Assistência Social,Não
3997,"Altera o art. 329, do Decreto-lei n° 2.848, de 7 de dezembro de 1940, o Código Penal Brasileiro, para acrescentar tipos penais de resistência qualificada e, assim, punir adequadamente condutas que resultem em morte ou risco de morte ao funcionário ou a terceiro, bem como para punir condutas cometidas contra agentes responsáveis pela preservação da ordem pública, pela repressão de crimes, pela persecução penal e integrantes das polícias penais, além de adaptar os preceitos secundários do tipo penal.",Direito Penal e Processual Penal,0.405,Direito Penal e Processual Penal,Sim
3998,"Acrescenta o § 22 ao art. 40 da Constituição Federal, para instituir adicional de tempo de serviço público prestado por profissionais de saúde, com profissões regulamentadas, em regiões inóspitas.",Trabalho e Emprego,0.675,Trabalho e Emprego,Sim
3999,Suprime a extinção da punibilidade prevista no inciso VII do art. 107 do Código Penal.,Saúde,0.525,Saúde,Sim
4000,"Susta os efeitos do Decreto do Presidente da República, de 19 de abril de 2007, sem número, que homologa a demarcação administrativa da Terra Indígena Apyterewa, localizada no Município de São Félix do Xingu, no Estado do Pará",Direitos Humanos e Minorias,0.96,Direitos Humanos e Minorias,Sim
4001,"Acrescenta o art. 47-A à Lei nº 10.741, de 1º de outubro de 2003, e o art. 21-A à Lei nº 10.098, de 19 de dezembro de 2000, para criar serviços telefônicos gratuitos de emergência para o atendimento a idosos e a pessoas portadoras de deficiência ou com mobilidade reduzida.",Direito Civil e Processual Civil,0.87,Direito Civil e Processual Civil,Sim
4002,Amplia o benefício do seguro-desemprego ao trabalhador desempregado.,Previdência e Assistência Social,0.7086666666666666,Previdência e Assistência Social,Sim
4003,"AUTORIZA O PODER EXECUTIVO A ABRIR NO MINISTERIO DA SAUDE, O CREDITO ESPECIAL DE Cr$ 5.000.000,00 DESTINADO A ATENDER AS DESPESAS COM O PROSSEGUIMENTO E CONCLUSÃO DAS OBRAS DE MISERICORDIA DE ARAPONGA.",Direitos Humanos e Minorias,0.935,Direitos Humanos e Minorias,Sim
